_id,Description,Sample Description,Sample No.,Date Sample Collected,Comments,Sample Matrix Code,Sample Matrix,Sample Type (comp./grab),Sample Collected by,Time Sample Collected,Temperature,Dissolved Oxygen,pH,E.Cond.,Secchi Depth,Salinity (Field),E. coli,Thermotolerant coliforms,Intestinal enterococci,Chlorophyll a,Chloro-a Phenophytin ratio,BOD5,Suspended Solids,Organic Carbon - Total,Ammonia as N,Nitrate + Nitrite as N,Phosphate as P,Total Nitrogen as N,Total Phosphorus as P,TKN as N (TN-NOX)
1,"","",,,"","","","","","",TEMPERATURE,DO,PH,E.Cond.,"",Salinity (Field),ECOLI,FAECAL_COLI_MF,ENTEROCOCCI,CHLOROPHYLL_A,"",BOD,SUSPENDED_SOLI,TOC,AMMONIA_N,NOX,ORTHO_P,TN_PERSULPHATE,TP_PERSULPHATE,TKN
2,Units,"",,,"","","","","","",oC,mg/L,pH Units,us/cm,m,ppt,cfu/100mL,cfu/100mL,cfu/100mL,ug/L,ratio,mg/L,mg/L,mg/L C,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
90,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2014-07-31T00:00:00,"","","",Grab,Sampler 1,08:05:00,17.1,6.5,7.6,47800,1.7,30.9,25,30,3 EST,3.2,1.1,<3,5,12,0.022,0.014,0.055,0.37,0.08,0.36
91,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2014-07-31T00:00:00,"","","",Grab,Sampler 1,08:10:00,17.6,6.4,7.7,48800,N/A,31.6,"","","","","",<3,"",11,0.021,0.011,"",0.29,"",0.28
92,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2014-07-31T00:00:00,"","","",Grab,Sampler 1,08:25:00,17.5,6.4,7.6,46400,1.7,29.9,24,26,7 EST,2.1,1.1,<3,5,13,0.029,0.015,0.058,0.34,0.08,0.32
93,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2014-07-31T00:00:00,"","","",Grab,Sampler 1,08:32:00,17.6,6,7.6,47400,N/A,30.6,"","","","","",<3,"",12,0.026,0.013,"",0.31,"",0.3
94,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2014-07-31T00:00:00,"","","",Grab,Sampler 1,08:50:00,17.6,5.8,7.4,44400,1.7,28.4,8 EST,8 EST,6 EST,1.3,1,<3,7,10,0.034,0.021,0.06,0.35,0.08,0.33
95,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2014-07-31T00:00:00,"","","",Grab,Sampler 1,09:00:00,17.6,6.8,7.6,46000,N/A,29.6,"","","","","",<3,"",11,0.034,0.017,"",0.32,"",0.31
96,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2014-07-31T00:00:00,"","","",Grab,Sampler 1,09:15:00,17.8,8.1,7.4,41400,1.8,26.3,10,12,7 EST,2.1,1,<3,4,11,0.035,0.022,0.071,0.37,0.09,0.35
97,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2014-07-31T00:00:00,"","","",Grab,Sampler 1,09:25:00,17.6,7.2,7.6,46200,N/A,29.8,"","","","","",<3,"",14,0.035,0.017,"",0.34,"",0.32
98,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2014-07-31T00:00:00,"","","",Grab,Sampler 1,09:40:00,17.7,6.5,7.4,43700,1.8,28,9,11,5 EST,2.1,1,<3,7,11,0.038,0.023,0.062,0.36,0.09,0.34
99,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2014-07-31T00:00:00,"","","",Grab,Sampler 1,09:50:00,17.5,5.8,7.5,44600,N/A,28.6,"","","","","",<3,"",11,0.04,0.022,"",0.34,"",0.32
100,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2014-07-31T00:00:00,"","","",Grab,Sampler 1,10:05:00,17.4,5.8,7.3,42600,1.9,27.2,6 EST,9,3 EST,<1,1,<3,6,10,0.027,0.021,0.05,0.31,0.07,0.29
101,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2014-07-31T00:00:00,"","","",Grab,Sampler 1,10:15:00,17.4,5.8,7.4,42900,N/A,27.4,"","","","","",<3,"",11,0.029,0.021,"",0.3,"",0.28
102,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2014-07-31T00:00:00,"","","",Grab,Sampler 1,10:35:00,17.3,6.1,7.3,41400,1.4,26.4,15,17,5 EST,1.1,1,<3,2,13,0.019,0.018,0.042,0.27,0.05,0.25
103,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2014-07-31T00:00:00,"","","",Grab,Sampler 1,10:40:00,17.3,6.1,7.4,41600,N/A,26.5,"","","","","",<3,"",10,0.02,0.018,"",0.28,"",0.26
104,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2014-07-31T00:00:00,"","","",Grab,Sampler 1,11:45:00,23.2,8.7,6.9,858,"",0.4,3 EST,10,<1,<1,1,<3,6,22,0.032,0.052,0.33,1.05,0.4,1
105,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2014-08-21T00:00:00,"","","",Grab,Sampler 2,07:48:00,17.6,8.1,7.7,39200,1.4,24.8,18,21,8 EST,1.1,1,<3,8,13,0.078,0.1,0.06,0.44,0.08,0.34
106,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2014-08-21T00:00:00,"","","",Grab,Sampler 2,07:52:00,17.7,7.3,7.7,39500,0,25,"","","","","",<3,"",11,0.072,0.092,"",0.44,"",0.35
107,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2014-08-21T00:00:00,"","","",Grab,Sampler 2,08:20:00,17.9,6.6,7.7,40300,1.4,25.6,78,81,6 EST,2.1,1,<3,7,12,0.077,0.094,0.087,0.64,0.11,0.54
108,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2014-08-21T00:00:00,"","","",Grab,Sampler 2,08:27:00,18.2,6.5,7.8,41100,0,26.2,"","","","","",<3,"",12,0.068,0.081,"",0.42,"",0.34
109,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2014-08-21T00:00:00,"","","",Grab,Sampler 2,08:44:00,18.4,6.4,7.6,37900,1.4,24,110,110,7 EST,2.1,1,<3,20,11,0.075,0.094,0.094,0.5,0.12,0.41
110,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2014-08-21T00:00:00,"","","",Grab,Sampler 2,08:48:00,18.5,5.7,7.7,38600,0,24.4,"","","","","",<3,"",12,0.08,0.095,"",0.49,"",0.4
111,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2014-08-21T00:00:00,"","","",Grab,Sampler 2,09:11:00,18.7,5.8,7.5,34100,1.6,21.3,160,160,12,3.2,1.1,<3,17,14,0.078,0.095,0.13,0.56,0.16,0.46
112,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2014-08-21T00:00:00,"","","",Grab,Sampler 2,09:17:00,18.9,5.9,7.6,38300,0,24.2,"","","","","",<3,"",<10,0.091,0.091,"",0.48,"",0.39
113,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2014-08-21T00:00:00,"","","",Grab,Sampler 2,09:28:00,18.9,5.3,7.5,37100,1.5,23.4,120,120,17,1.1,1,<3,8,11,0.092,0.091,0.11,0.53,0.13,0.44
114,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2014-08-21T00:00:00,"","","",Grab,Sampler 2,09:35:00,18.9,5.5,7.6,37400,0,23.6,"","","","","",<3,"",14,0.094,0.09,"",1.01,"",0.92
115,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2014-08-21T00:00:00,"","","",Grab,Sampler 2,09:43:00,18.9,5.3,7.4,35900,1.5,22.5,32,33,5 EST,1.6,1,<3,18,<10,0.094,0.093,0.098,0.49,0.12,0.4
116,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2014-08-21T00:00:00,"","","",Grab,Sampler 2,09:49:00,19,5.1,7.5,36200,0,22.8,"","","","","",<3,"",<10,0.094,0.092,"",0.47,"",0.38
117,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2014-08-21T00:00:00,"","","",Grab,Sampler 2,10:01:00,19.1,4.8,7.4,34000,1.5,21.2,16,20,14,1.6,1,<3,6,10,0.089,0.094,0.069,0.45,0.09,0.36
118,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2014-08-21T00:00:00,"","","",Grab,Sampler 2,10:07:00,19.1,4.2,7.4,34100,0,21.3,"","","","","",<3,"",<10,0.09,0.094,"",0.48,"",0.39
119,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2014-08-21T00:00:00,"","","",Grab,Sampler 2,10:24:00,18.8,5.4,7.4,31100,1.2,19.3,41,51,26,1.1,1,<3,3,<10,0.067,0.097,0.046,0.42,0.06,0.33
120,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2014-08-21T00:00:00,"","","",Grab,Sampler 2,10:29:00,18.8,5.2,7.4,31400,0,19.5,"","","","","",<3,"",<10,0.071,0.096,"",0.45,"",0.36
121,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2014-08-21T00:00:00,"","","",Grab,Sampler 2,11:44:00,22.5,7.6,7.1,792,"",0.4,1 EST,4 EST,<1,<1,1,<3,<2,15,0.03,0.087,0.55,1.1,0.62,1.02
122,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2014-09-04T00:00:00,"","","",Grab,Sampler 3,07:30:00,17.7,8.5,7.7,37000,1.8,23.3,4 EST,6 EST,<1,2.1,1,<3,3,15,0.007,0.035,0.037,0.31,0.05,0.27
123,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2014-09-04T00:00:00,"","","",Grab,Sampler 3,07:36:00,17.7,8,7.8,37200,NT,23.5,"","","","","",<3,"",<10,0.007,0.035,"",0.32,"",0.29
124,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2014-09-04T00:00:00,"","","",Grab,Sampler 3,08:02:00,17.8,7.7,7.7,37400,1.4,23.5,20,24,2 EST,3.2,1.1,<3,4,11,0.005,0.04,0.047,0.34,0.07,0.3
125,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2014-09-04T00:00:00,"","","",Grab,Sampler 3,08:07:00,18.5,7.2,7.8,39200,NT,24.9,"","","","","",<3,"",10,0.008,0.024,"",0.31,"",0.29
126,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2014-09-04T00:00:00,"","","",Grab,Sampler 3,08:22:00,18.5,7.3,7.7,34800,2.3,21.8,6 EST,10,3 EST,3.7,1.1,<3,4,12,<0.005,0.042,0.047,0.42,0.07,0.38
127,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2014-09-04T00:00:00,"","","",Grab,Sampler 3,08:27:00,18.7,7.1,7.7,36300,NT,22.8,"","","","","",<3,"",<10,0.005,0.034,"",0.36,"",0.33
128,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2014-09-04T00:00:00,"","","",Grab,Sampler 3,08:46:00,18.9,6.9,7.6,34500,1.7,21.6,7 EST,12,3 EST,4.3,1.1,<3,6,<10,0.011,0.048,0.046,0.36,0.07,0.31
129,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2014-09-04T00:00:00,"","","",Grab,Sampler 3,08:52:00,18.8,6.5,7.6,35500,NT,22.2,"","","","","",<3,"",11,0.011,0.045,"",0.36,"",0.31
130,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2014-09-04T00:00:00,"","","",Grab,Sampler 3,09:00:00,18.5,6.6,7.5,33600,1.6,20.9,5 EST,6 EST,2 EST,3.7,1.1,<3,5,12,0.015,0.056,0.046,0.36,0.07,0.3
131,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2014-09-04T00:00:00,"","","",Grab,Sampler 3,09:05:00,18.8,6.2,7.6,34500,NT,21.5,"","","","","",<3,"",13,0.015,0.052,"",0.37,"",0.32
132,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2014-09-04T00:00:00,"","","",Grab,Sampler 3,09:12:00,18.5,6.4,7.5,32700,2.5,20.3,5 EST,14,4 EST,2.7,1.1,<3,5,11,0.017,0.057,0.047,0.34,0.06,0.28
133,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2014-09-04T00:00:00,"","","",Grab,Sampler 3,09:17:00,18.7,5.9,7.5,33100,NT,20.6,"","","","","",<3,"",11,0.017,0.058,"",0.34,"",0.29
134,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2014-09-04T00:00:00,"","","",Grab,Sampler 3,09:35:00,18.5,6.1,7.5,30900,2.3,19.1,6 EST,8 EST,4 EST,1.6,1,<3,2,<10,0.016,0.051,0.041,0.32,0.05,0.27
135,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2014-09-04T00:00:00,"","","",Grab,Sampler 3,09:42:00,18.5,5.8,7.5,31100,NT,19.2,"","","","","",<3,"",11,0.018,0.053,"",0.36,"",0.31
136,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2014-09-04T00:00:00,"","","",Grab,Sampler 3,10:02:00,17.9,6.1,7.4,28300,0.5,17.3,22,25,10,1.1,1,<3,<2,11,0.015,0.036,0.031,0.29,0.04,0.25
137,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2014-09-04T00:00:00,sample collected at depth of 0.5m due to low tide,"","",Grab,Sampler 3,10:04:00,17.9,6.3,7.4,28300,NT,17.4,"","","","","",<3,"",10,0.016,0.036,"",0.27,"",0.24
138,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2014-09-04T00:00:00,"","","",Grab,Sampler 3,11:00:00,22.8,7.6,7.5,746,"",0.4,1 EST,21,<1,1.6,1,<3,<2,24,0.024,0.03,0.23,0.94,0.28,0.91
139,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2014-10-09T00:00:00,"","","",Grab,Sampler 2,08:00:00,24.2,6.6,7.7,43200,1,27.8,5 EST,14,<1,4.7,1.1,<3,20,10,0.008,<0.005,0.045,0.33,0.08,0.33
140,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2014-10-09T00:00:00,"","","",Grab,Sampler 2,08:03:00,24.2,6.2,7.7,43200,NT,27.8,"","","","","",<3,"",8,0.008,<0.005,"",0.33,"",0.33
141,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2014-10-09T00:00:00,"","","",Grab,Sampler 2,08:28:00,24.3,6.2,7.7,43600,1,28.1,8 EST,12,1 EST,4.7,1.1,<3,10,8,0.01,<0.005,0.047,0.31,0.07,0.31
142,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2014-10-09T00:00:00,"","","",Grab,Sampler 2,08:34:00,24.3,6.1,7.7,43300,NT,27.9,"","","","","",<3,"",9,0.01,<0.005,"",0.3,"",0.3
143,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2014-10-09T00:00:00,"","","",Grab,Sampler 2,09:03:00,24.4,6,7.7,42600,1,27.3,14,14,1 EST,4,1.1,<3,20,7,0.014,<0.005,0.05,0.31,0.08,0.31
144,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2014-10-09T00:00:00,"","","",Grab,Sampler 2,09:08:00,24.4,5.9,7.7,42600,NT,27.4,"","","","","",<3,"",8,0.015,<0.005,"",0.3,"",0.3
145,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2014-10-09T00:00:00,"","","",Grab,Sampler 2,09:25:00,24.4,5.8,7.7,41500,1,26.6,8 EST,13,<1,5.3,1.1,<3,10,8,0.01,<0.005,0.052,0.31,0.08,0.31
146,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2014-10-09T00:00:00,"","","",Grab,Sampler 2,09:30:00,24.4,5.8,7.7,42100,NT,27,"","","","","",<3,"",8,0.013,<0.005,"",0.32,"",0.32
147,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2014-10-09T00:00:00,"","","",Grab,Sampler 2,09:50:00,24.4,5.9,7.7,41500,1,26.6,14,23,2 EST,6,1.1,<3,7,8,0.008,<0.005,0.055,0.32,0.08,0.32
148,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2014-10-09T00:00:00,"","","",Grab,Sampler 2,09:57:00,24.5,5.6,7.7,41900,NT,26.9,"","","","","",<3,"",9,0.012,<0.005,"",0.34,"",0.34
149,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2014-10-09T00:00:00,"","","",Grab,Sampler 2,10:10:00,24.5,5,7.7,41000,1.3,26.2,10,14,4 EST,6.7,1.1,<3,12,9,0.007,<0.005,0.057,0.33,0.08,0.33
150,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2014-10-09T00:00:00,"","","",Grab,Sampler 2,10:15:00,24.6,5.4,7.7,41100,NT,26.3,"","","","","",<3,"",8,0.01,<0.005,"",0.32,"",0.32
151,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2014-10-09T00:00:00,"","","",Grab,Sampler 2,10:32:00,24.6,5.4,7.7,39100,1.2,24.9,11,16,6 EST,7.3,1.1,<3,4,8,0.006,<0.005,0.066,0.35,0.09,0.35
152,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2014-10-09T00:00:00,"","","",Grab,Sampler 2,10:37:00,24.7,4.4,7.7,39400,NT,25.1,"","","","","",<3,"",9,0.009,<0.005,"",0.34,"",0.34
153,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2014-10-09T00:00:00,"","","",Grab,Sampler 2,10:54:00,24.6,4.7,7.5,36100,1.2,22.8,11,14,4 EST,6.7,1.1,<3,6,9,0.014,0.012,0.065,0.36,0.09,0.35
154,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2014-10-09T00:00:00,"","","",Grab,Sampler 2,10:58:00,24.8,4.5,7.5,36500,NT,23.1,"","","","","",<3,"",7,0.017,0.01,"",0.33,"",0.32
155,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2014-10-09T00:00:00,"","","",Grab,Sampler 2,12:16:00,25.1,9,7.7,932,"",0.5,<1,1 EST,<1,7.3,1.1,<3,<2,11,0.024,0.035,0.18,0.95,0.25,0.92
156,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2014-11-13T00:00:00,"","","",Grab,Sampler 1,07:30:00,26.6,6.5,7.5,46300,0.9,30.1,13,14,1 EST,26,3.7,<3,8,<10,<0.005,<0.005,0.053,0.41,0.09,0.41
157,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2014-11-13T00:00:00,"","","",Grab,Sampler 1,07:35:00,26.8,6.2,7.6,49400,Nt,32.3,"","","","","",<3,"",13,<0.005,<0.005,"",0.38,"",0.38
158,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2014-11-13T00:00:00,"","","",Grab,Sampler 1,08:00:00,27.5,4.9,7.5,49500,0.9,32.4,11,14,<1,42,7.8,<3,8,<10,<0.005,<0.005,0.054,0.37,0.09,0.37
159,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2014-11-13T00:00:00,"","","",Grab,Sampler 1,08:10:00,27.3,4.5,7.6,50700,Nt,33.3,"","","","","",<3,"",11,<0.005,<0.005,"",0.39,"",0.39
160,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2014-11-13T00:00:00,"","","",Grab,Sampler 1,08:20:00,27.4,4.3,7.5,46200,0.9,30,12,13,<1,8,2,<3,5,13,<0.005,<0.005,0.057,0.37,0.09,0.37
161,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2014-11-13T00:00:00,"","","",Grab,Sampler 1,08:25:00,27.3,4.2,7.6,48600,Nt,31.7,"","","","","",<3,"",12,<0.005,<0.005,"",0.42,"",0.42
162,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2014-11-13T00:00:00,"","","",Grab,Sampler 1,08:40:00,27.5,4.4,7.4,44500,1,28.7,8 EST,11 EST,1 EST,21,6.4,<3,6,11,0.005,0.008,0.083,0.52,0.12,0.51
163,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2014-11-13T00:00:00,"","","",Grab,Sampler 1,08:45:00,27.1,3.9,7.5,47800,Nt,31.1,"","","","","",<3,"",12,0.01,0.009,"",0.41,"",0.4
164,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2014-11-13T00:00:00,"","","",Grab,Sampler 1,09:00:00,27.6,4.9,7.4,45400,0.9,29.4,26,27,2 EST,6.9,1.2,<3,4,13,<0.005,0.013,0.095,0.51,0.13,0.49
165,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2014-11-13T00:00:00,"","","",Grab,Sampler 1,09:05:00,27.4,4.2,7.5,48400,Nt,31.6,"","","","","",<3,"",17,0.018,0.005,"",0.43,"",0.42
166,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2014-11-13T00:00:00,"","","",Grab,Sampler 1,09:15:00,27.9,4.3,7.4,44800,0.9,28.9,4 EST,6 EST,<1,9.1,1.2,<3,11,15,<0.005,<0.005,0.051,0.38,0.09,0.38
167,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2014-11-13T00:00:00,"","","",Grab,Sampler 1,09:20:00,27.5,4.3,7.4,46100,Nt,29.9,"","","","","",<3,"",16,<0.005,<0.005,"",0.37,"",0.37
168,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2014-11-13T00:00:00,"","","",Grab,Sampler 1,09:35:00,27.6,3.7,7.4,43600,0.9,28.1,11,14,1 EST,4.8,1.1,<3,6,15,0.011,0.009,0.055,0.39,0.1,0.38
169,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2014-11-13T00:00:00,"","","",Grab,Sampler 1,09:40:00,27.6,4,7.4,44300,Nt,28.6,"","","","","",<3,"",12,0.007,0.009,"",0.38,"",0.37
170,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2014-11-13T00:00:00,"","","",Grab,Sampler 1,10:00:00,27.8,4.3,7.3,40800,0.9,26.1,5 EST,7 EST,<1,4.3,1.2,<3,6,21,0.019,0.013,0.045,0.38,0.07,0.36
171,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2014-11-13T00:00:00,"","","",Grab,Sampler 1,10:05:00,27.7,3.9,7.4,42600,NT,27.4,"","","","","",<3,"",15,0.009,0.008,"",0.4,"",0.39
172,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2014-11-13T00:00:00,"","","",Grab,Sampler 1,11:20:00,29.1,7.8,7.3,947,"",0.5,<1,3 EST,<1,2.7,1,<3,<2,16,0.023,0.049,0.22,0.92,0.28,0.88
173,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2014-12-18T00:00:00,"","","",Grab,Sampler 2,07:35:00,28,7.9,7.8,47600,1.1,31,1 EST,5 EST,<1,5.3,1.1,3,6,19,<0.005,<0.005,0.056,0.4,0.09,0.4
174,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2014-12-18T00:00:00,"","","",Grab,Sampler 2,07:45:00,27.9,8.5,7.8,47900,0,31.2,"","","","","",<3,"",12,<0.005,<0.005,"",0.35,"",0.35
175,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2014-12-18T00:00:00,"","","",Grab,Sampler 2,08:05:00,28.4,6.1,7.8,46700,1,30.3,1 EST,5 EST,<1,5.9,1.1,<3,8,16,<0.005,<0.005,0.063,0.36,0.09,0.36
176,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2014-12-18T00:00:00,"","","",Grab,Sampler 2,08:15:00,28,5.4,7.8,47100,0,30.6,"","","","","",<3,"",15,<0.005,<0.005,"",0.36,"",0.36
177,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2014-12-18T00:00:00,"","","",Grab,Sampler 2,08:35:00,28.1,7.4,7.7,44700,1,28.9,5 EST,6 EST,2 EST,5.9,1.1,<3,10,13,<0.005,<0.005,0.077,0.38,0.11,0.38
178,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2014-12-18T00:00:00,"","","",Grab,Sampler 2,08:45:00,27.9,8.3,7.8,46200,0,29.9,"","","","","",<3,"",14,<0.005,<0.005,"",0.39,"",0.39
179,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2014-12-18T00:00:00,"","","",Grab,Sampler 2,09:00:00,28.1,7.2,7.7,42500,1,27.3,5 EST,7 EST,<1,9.6,1.2,<3,11,14,<0.005,<0.005,0.1,0.42,0.14,0.42
180,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2014-12-18T00:00:00,"","","",Grab,Sampler 2,09:07:00,27.8,6.8,7.7,45200,0,29.2,"","","","","",<3,"",13,<0.005,<0.005,"",0.42,"",0.42
181,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2014-12-18T00:00:00,"","","",Grab,Sampler 2,09:20:00,28.1,5.8,7.7,44900,0.9,29,7 EST,8 EST,<1,9.1,1.2,<3,14,14,<0.005,<0.005,0.083,0.41,0.12,0.41
182,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2014-12-18T00:00:00,"","","",Grab,Sampler 2,09:27:00,28,5.6,7.7,44900,0,29.1,"","","","","",<3,"",26,<0.005,<0.005,"",0.45,"",0.45
183,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2014-12-18T00:00:00,"","","",Grab,Sampler 2,09:37:00,28.4,7.2,7.7,43700,0.9,28.2,5 EST,14,<1,14,1.2,<3,28,14,<0.005,<0.005,0.089,0.46,0.14,0.46
184,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2014-12-18T00:00:00,"","","",Grab,Sampler 2,09:45:00,28.2,8.2,7.7,43800,0,28.2,"","","","","",<3,"",15,<0.005,<0.005,"",0.47,"",0.47
185,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2014-12-18T00:00:00,"","","",Grab,Sampler 2,09:57:00,29.4,5.8,7.5,40800,0.9,26.1,14,19,1 EST,11,1.2,<3,9,14,<0.005,<0.005,0.077,0.46,0.12,0.46
186,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2014-12-18T00:00:00,"","","",Grab,Sampler 2,10:03:00,28.9,5.4,7.6,41500,0,26.6,"","","","","",<3,"",13,<0.005,<0.005,"",0.44,"",0.44
187,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2014-12-18T00:00:00,"","","",Grab,Sampler 2,10:25:00,29.6,5.7,7.5,38300,0.8,24.3,20,20,9 EST,10,1.2,<3,25,14,<0.005,<0.005,0.068,0.42,0.11,0.42
188,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2014-12-18T00:00:00,"","","",Grab,Sampler 2,11:26:00,30.4,7.6,7.2,928,"",0.5,2 EST,5 EST,<1,3.2,1.1,6,5,25,0.021,0.011,0.76,0.86,0.84,0.85
189,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2015-01-07T00:00:00,"","","",Grab,Sampler 4,07:52:00,27.6,6.1,7.4,37500,0.9,23.8,34,59,21,6.4,1.1,<3,14,14,<0.005,<0.005,0.049,0.53,0.1,0.53
190,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2015-01-07T00:00:00,"","","",Grab,Sampler 4,08:00:00,27.6,5.8,7.5,37800,0.9,24,"","","","","",<3,"",10,<0.005,<0.005,"",0.48,"",0.48
191,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2015-01-07T00:00:00,"","","",Grab,Sampler 4,08:28:00,27.8,7.6,7.5,38000,0.9,24.1,24,56,18,9.6,1.1,<3,10,<10,<0.005,<0.005,0.053,0.48,0.1,0.48
